,Textstelle,Metapher?,Fokus,Rahmen,Annotator,Filename
363,Der Grundbestand des Sonnensystems schien auf die natürliche Optik des Menschen bezogen zu bleiben.,Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
364,"Der Hintergrund einer Tradition, die dem ‚Kosmos‘ nicht mehr getraut hätte, wo solches möglich wäre, ist ganz verblaßt.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
365,"Sie hat den Ernst nur bei sich selbst, bei ihrer Entschlossenheit zur Denudation gesehen, nicht auf der Seite der Geborgenheiten, die ihr als oberflächlich galten.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
366,"Dem Unernst der Mythen heftet die Romantik den Ernst der Vermutung an, in ihnen verberge sich die verkannte Konterbande einer frühesten Offenbarung an die Menschheit, vielleicht der paradiesischen Erinnerung, die sich so schön mit der platonischen Anamnesis austauschen ließ.",Metapher,Konterbande,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
367,"Selbst wo sich Eroberer mehrfach über die Eingesessenen schoben und ihnen ihre Sprache aufzwangen, blieben die Namen der Gewässer und Erhebungen, der landschaftlichen Markanzen und Fluren die alten.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
368,"Paul Natorps Werk „Platos Ideenlehre“, im Vorwort datiert Marburg 1902, hat nicht nur das erstaunliche Interesse des folgenden Halbjahrhunderts an Plato und der antiken Philosophie insgesamt begründet und gerechtfertigt, sondern auch die spezifische Folge gehabt, daß Platos Verdienste an einem so frühen Entwurf wissenschaftlichen Denkens nur um den Preis behauptet und gelobt werden konnten, die Rolle seiner philosophischen Mythologeme herunterzuspielen und in die Marginalität der stilistischen Zutat zu verweisen.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
369,"Wenn es Name eines geschichtsträchtigen Subjekts geworden ist, läßt dies sich am Aufkommen der Erwägung oder Praxis ablesen, es nicht mehr wie das alte Superabstraktum zu schreiben.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
370,Dahinzuwelken kann trostloser sein als von den herabstürzenden Sternen erschlagen zu werden.,Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
371,"Nur an einen Vor- und Mitspinner wie Fließ konnte Freud den flüchtigen Gedanken einer ‚Psycho-Mythologie mitteilen: Kannst du Dir denken, was ‚endopsychische Mythen‘ sind?",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
372,"Hier erst, 1937, ist an die Stelle des frühen endogenen Mythologems das exogene – ein Verzweiflungsmittel für den unverzichtbaren Wahrheitsbedarf – getreten.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
373,"Denn wie die Arbeit an seinen [des Mythos‘] Gestalten und Inhalten selbst, ist auch die Mythologie seiner Entstehung ein Reagens auf eine Form der Arbeit an ihm und auf die hereditäre Hartnäckigkeit seines Mitgehens durch die Geschichte.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
374,"Vor der Episode der antiken Klassik habe nicht nur Finsternis und Grauen über der Frühzeit der Völker gelegen, sondern auch und vor allem reinste Kindhaftigkeit des Ununterschiedenseins von Wahrheit und Lüge, Wirklichkeit und Traum.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
375,"Diese Revolution wird zur Wiederkehr des Uralten mit dem neuen Namen, das keine Stelle in der Geschichte, wie sie ist, haben kann, sondern gegen sie zum ‚festen Punkt‘ werden muß.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
376,"Während die Abbaufunktion sich auf das ursprünglich und unwillkürlich Unheimliche bezieht, betrifft die der Übertragung und Simulation das, was von sich aus diese Qualität gar nicht hat oder gewinnen kann, wie die Auszeichnung priesterlicher Personen, Häuptlinge und Schamanen.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
377,Es [das Erschrecken vor dem Affenbrotbaum] hat als solches seine subjektive Verwirrungsfunktion verloren.,Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
378,"Er besagt, daß in der geschichtlichen Kulturwelt des Menschen die Dinge andere Wertigkeiten für Aufmerksamkeit und Lebensdistanz besitzen, als in der objektiven Gegenstandswelt der exakten Wissenschaften, deren subjektive Wertbesetzung von thematisierten Phänomenen der Norm und Tendenz nach auf Null geht. […]
 In der Bedeutsamkeit kann die subjektive Komponente zwar größer sein als die objektive, die objektive aber nie auf Null zurückgehen.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
379,"Sie [Bedeutsamkeit] entsteht unter dem Diktat des Verzichts auf das Vogliamo tutto, das der geheime Antrieb zum Unmöglichen bleibt.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
380,Das ist selbst für das Phänomen des simulierten Neumythos entscheidend wichtig;,Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
381,"Bedeutsamkeit muß also einen eigenen Wirklichkeitsbezug, ein Fundament von Wirklichkeitsrang haben.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
382,"Auch wenn gilt, daß der Mensch die Geschichte macht, so macht er doch wenigstens eine ihrer Nebenwirkungen nicht, die in der ‚Aufladung‘ von Bestandstücken der menschlichen Welt mit Bedeutsamkeit besteht.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
383,"[Unmittelbar an den vorigen Satz anschließend] Was auch immer sie erwecken mag: Ehrfurcht, Staunen, Begeisterung, Ablehnung im Grad ihrer Heftigkeit und als argumentativ unbelegbare damnatio memoriae, angestrengte Ausstoßung aus dem Gemeinbewußtsein, museale Verwahrung, beamtete Konservierung – dies alles sind Umgangsformen mit dem Bedeutsamen, die sich unterscheiden von der obligaten Gleichmäßigkeit, mit der Wissenschaften ihre Gegenstände verwalten und rubrizieren.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
384,"Wir empfinden das nicht mehr unmittelbar, weil wir in einer Welt der technischen Massenverteilung leben, die uns die geballte Unwahrscheinlichkeit des Auftretens von Symmetrien verschleiert.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
385,"Odysseus ist nicht nur deshalb eine Figur von mythischer Qualität, weil seine Rückkehr in die Heimat eine Bewegung der Sinnrestitution ist, vorgestellt im Muster der Schließung des Kreises, die den Ordnungstenor der Welt und des Lebens gegen jeden Anschein von Zufall und Willkür verbürgt.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
386,"Auch dies [die Parabel vom verlorenen Sohn] ist die Geschichte eines weiträumigen Kreisschlusses, dessen ausgangsfernster Punkt durch die Worte bezeichnet ist: Ich will zu meinem Vater gehen.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
387,"Der Absolutismus der Gnade, den Markion in seiner Heilsgeschichte walten läßt, hat seine rigide Reinheit eben daraus, daß nicht ein Vater sich seiner verlorenen Kinder annimmt und sie sich durch das Opfer seines Eingeborenen zurückerwirbt, sondern eine der Welt ganz und gar unverpflichtete, in epikureischer Distanz unbesorgte Gottheit sich in einem acte gratuit der Menschen annimmt.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
388,"Das Unbekannte ist den Weltgottkindern nur deshalb Heil, weil alles ihnen Heil sein muß, was nicht zu dieser Welt und ihrem Kosmokrator gehört.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
389,"Dieselbe Perikope, die der Bibelkritiker Adolf von Harnack als das einzige quellenkritisch nicht reduzierbare Originalstück der neutestamentlichen Texte übrigbehalten hatte, mußte er den von ihm bewunderten und zum Vorläufer Luthers stilisierten Rigoristen Markion in den Abraum der judaistischen Fälschungen fallen lassen sehen.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
390,"Doch kommt zur Sprengung der Figur noch ein weiteres Moment hinzu als Mangel der entscheidenden Voraussetzung einer platonischen Ausdeutung: um die Geschichte der Seele als zyklischen Umweg, als symmetrisches Drama darzustellen, mußte ihr Präexistenz zugeschrieben werden.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
391,Bei Dante wird er zur Figur der Sinnlosigkeit in seinem Verfallensein an die Weltneugierde.,Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
392,"der „Ulysses“ ist aus dem Vulgärstoff der irischen Metropole erhoben und, mit literarischen Versatzstücken angereichert, an den Schreibtischadel des 20. Jahrhunderts adressiert.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
393,"Ihre Ironie wird nur im Gegenzug zu der mythischen Überhöhung des Kreisschlusses als das stechende Mißtrauen erkennbar, von dem Joyce sich durch den Zweifel an seiner Ausschließlichkeit für Nora nach jenem 16. Juni 1904 quälen ließ, an dem sie die Unschuld mit der Frage Was ist das, Liebling? Gespielt hatte.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
394,"Dennoch hat sich Joyce für die Arbeit an „Finnegans Wake“ einer Metapher für die Unverfehlbarkeit des Schlusses bedient, der vom Tunnelbau, bei dem zwei Bohrtrupps von entgegengesetzten Seiten sich blind vorarbeiten und dennoch den Treffpunkt des Durchbruchs erreichen.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
395,"Das Gewicht, das er dem harmlosen Vorgang mit der späten Einrückung in das eigene Werk gibt, setzt voraus, daß der Rückkehrpunkt dieses Kreises, dieser Wiederholung des Gleichen, für ihn eine spezifische ‚Bedeutsamkeit‘ hatte.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
396,"Es ist die Vergangenheit eines Königs, was sich unheilvoll entbirgt, nicht die verhehlte Wunschunterwelt eines ‚psychischen Apparats‘.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
397,"Vielleicht war die vollkommenste Konsequenz der Kreisschlüssigkeit des Rückkehrtriebs in der Psychoanalyse, die integrale Gestalt der Kontingenzflucht, nur in symbolischer Vollstreckung möglich.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
398,"Es ist nur eine Partikel im Strom der großen Rückkehr, die das Leben im ganzen – als der episodische Ausnahmezustand der energetischen Entropie – durchmacht.",Metapher,Strom der großen Rückkehr,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
399,"Modell für diesen war der offene Bogen der Reizleitung im organischen System gewesen, der Energieausgleich zwischen der afferenten und der efferenten Seite mit der ständigen Tendenz, die innere und gebundene Energie auf dem niedrigstmöglichen Niveau zu halten.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
400,Mit der Annäherung an die Totalität einer Weltansicht und der Zuordnung des Psychischen zum thermodynamischen Verfallszug nimmt die frühe Entdeckung vom Rückzugsdrang des individuellen Lebens durch Freuds Selbstanalyse das Cachet des großen Mythos an.,Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
401,"Was er zur Grundlage seiner Auffassung des psychischen Apparats gemacht hatte, die Rückkehr des Niveaus der Triebenergie durch Erregungsabfuhr auf den Ausgangszustand, wird als Rückkehr des Lebens, des individuellen wie des universellen, in den Tod als das übergewichtige Vorher zur Kreisschlußgesetzlichkeit des Universums selbst.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
402,Freud hat den Totalmythos nicht erfunden.,Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
403,"Freud ist aus der Sackgasse des Einheitsprinzips entschlossen ausgebrochen, um sich die Möglichkeit einer Geschichte offen zu halten – letztlich die Möglichkeit des Großen Mythos.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
404,"Der Todestrieb ist konservativ, weil er die Geschichte des Lebens und in ihr die weitest gespannte aller Latenzen, die der Herkunft aus dem Nochnicht der unbelebten Natur , dem Mutterschoß der Materie, magaziniert hat.",Metapher,magaziniert,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
405,"Der Erfolg der FReudschen Mythen beruht auch darauf, daß sie die vollkommensten Leitmarken für Entschuldungsformulare sind, die seit Origines angeboten wurden.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
406,"Sie bindet akute Erfahrungen, aktuelle Ereignisse in den Zusammenhang von Altvertrautheit, schafft Präfiguration, aber auch Minderung der Freiheitsvermutung, Minderung des Zugeständnisses an Aufrichtigkeit und letzter Selbstkenntnis, indem diese unter den Schutz der unerkannten Vorgegebenheiten gerät.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
407,"Bedeutsamkeit erlaubt eine ‚Dichte‘, die Leerräume und Leerzeiten ausschließt, aber auch eine Unbestimmtheit der Datierung und Lokalisierung, die der Ubiquität gleichkommt.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
408,"Daß, was der Rationalität zuzuarbeiten scheint, doch zu den Verzichten zählt, wie die Preisgabe der endlichen Gehäusehaftigkeit der Welt am Anfang der Neuzeit, wird als Entbehrung erst mit großer Verspätung geschichtlich empfindbar.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
409,"Sie hat aus dem Bedürfnis, sich einen klaren und entschiedenen Anfang zu setzen und diesen auf Entschluß und Radikalität zu gründen, den Nullwert alles Vorherigen dekretiert.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
410,"Sie hat diesen Limes gegen die Nivellierungen und Verwaschungen der historischen Materialhäufung zu verteidigen gesucht, die nur auf Übergänge tendiert, immer noch eine Vorstufe und noch einen Vorläufer anzubieten hat – aber auch kraft ihrer obligaten Rationalität gar nichts anderes als dies hergeben kann.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
411,Deshalb ist die Ausschulung der Geschichte nicht so sehr ein Planungsfehler oder ein Mißverstand als vielmehr ein alarmierendes Symptom: Entweder ist Mythisierung schon im Gange oder sie wird durch den Verlust des geschichtlichen Zeitbewußtseins alsbald erzwungen.,Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
412,"Daß die Zukunft weder aus den Wachsfiguren der Vergangenheit noch aus den Imagines der utopischen Wünsche besteht, kann man nur an den Zukunften der Vergangenheit lernen, die schon unsere Vergangenheit ausmachen.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
413,Der dogmatische Zeittypus ist das Korrelat zur Allvergegenwärtigung der Heilsereignisse durch den sakramentalen Kult.,Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
414,"Je subtiler die theoretische Erkenntnis, um so mehr nährt sie den Verdacht, daß Geschichte nicht in ihren ‚großen‘ Augenblicken stattfindet oder gemacht wird und ihren holzschnittreifen Szenen keine Kausalität zukommt, vielmehr die Ketten ihrer Motivationen immer schon abgelaufen sind, wenn sich der Hammer zum Thesenanschlag erhebt, der Fenstersturz stattfindet, die Posaune zur Abrechnung geblasen wird.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
415,"In der Unprüfbarkeit der Memoirenliteratur hat die Gleichzeitigkeit des einschneidenden privaten Datums mit dem ‚großen‘ öffentlichen Ereignis ein Refugium gefunden; sie macht zwar in Häufung die Erinnerung suspekt, befriedigt aber zugleich den Wunsch, es möge noch Anzeichen für Bedeutungsvolles an der Realität geben.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
416,"Für das, was beim Tode Jesu geschah, leistet die äußerste Übertreibung erst Tertullian, der nicht nur als Jurist rhetorisch eifert, sondern seiner Affinität zum Weltschwund Ausdruck verschafft, wenn er die Passionsverfinsterung mit dem Titel des casus mundi belegt.",Metaphernkandidat,,,GoldStandard,Blumenberg_Arbeit am Mythos_Gruppenergebnis und Vergleich mit pgg.tsv
417,"Das Denken wird ihm schwer, er strengt seinen Verstand nicht an und er kommt schließlich dahin, daß seine Einbildungskraft seinen Verstand und seine Vernunft überwuchern, daß seine Leidenschaften seinen Intellekt beherrschen, und daß er daher im Kampf ums Dasein den Kürzeren zieht gegen Nationen, bei welchen das Umgekehrte der Fall ist.",Metapher,"['überwuchern', 'überwuchern', 'überwuchern']","['daß seine Einbildungskraft seinen Verstand und seine Vernunft', 'seinen Verstand und seine Vernunft', 'Einbildungskraft']",GoldStandard,"['Schalk_Stufe2_P_1.xmi', 'Schalk_Stufe2_B_1.xmi', 'Schalk_Stufe2_T_1.xmi']"
418,"Unter allen natürlichen Produkten eines Landes nehmen Steinkohlen den ersten Rang ein, denn sie sind versteinerte Sonnenstrahlen und üben einen entscheidenden Einfluß auf den Daseinskampf einer Nation aus.",Metapher,"['versteinerte', 'versteinerte', 'Sonnenstrahlen']","['Sonnenstrahlen', '', 'Steinkohlen']",GoldStandard,"['Schalk_Stufe2_P_1.xmi', 'Schalk_Stufe2_B_1.xmi', 'Schalk_Stufe2_T_1.xmi', 'Schalk_Stufe2_T_1.xmi']"
419,"Aus der ganzen Darstellung erkennt man, daß der Verfasser in weiter Ferne ein warmes Herz für das Wohl seines Vaterlandes bewahrte.",Metaphernkandidat,,,GoldStandard,"['Schalk_Stufe2_P_1.xmi', 'Schalk_Stufe2_B_1.xmi', 'Schalk_Stufe2_T_1.xmi']"
420,"Da die organische Natur aus der anorganischen hervorging, und der Mensch gewissermaßen den Schlußstein der organischen Welt darstellt, so muß auch das Leben des Menschen in letzter Linie auf solchen Kräften beruhen, wie man sie schon in der anorganischen Natur findet.",Metaphernkandidat,,,GoldStandard,"['Schalk_Stufe2_P_1.xmi', 'Schalk_Stufe2_B_1.xmi', 'Schalk_Stufe2_T_1.xmi']"
421,"Vielleicht würden alle etwas mehr wissen, wenn nicht alle Fachschriften mit so fürchterlich gelehrten neuen Wörtern und griechischen Brocken angefüllt wären, so daß selbst Mephisto und der gelehrte Dr.",Metaphernkandidat,,,GoldStandard,"['Schalk_Stufe2_P_1.xmi', 'Schalk_Stufe2_B_1.xmi', 'Schalk_Stufe2_T_1.xmi']"
422,"So wird sich wiederholen, was uns die Geschichte in Babylonien, Egypten, Kleinasien, dann Griechenland und Italien und manchen andern Ländern zeigte: Der Fortschritt wandelt von einem Lande zum andern, und hinter sich läßt er ein verbrauchtes Land und Ruinen  Kräfte und Irrmen des sozialen Lebens.",Metaphernkandidat,,,GoldStandard,"['Schalk_Stufe2_P_1.xmi', 'Schalk_Stufe2_B_1.xmi', 'Schalk_Stufe2_T_1.xmi']"
423,"Die Materie schafft die Welten mit allen den bis ins Unendliche gehenden verschiedenen Formen des Lebens; der Äther ist die Verkehrsstraße zwischen den Welten. eine »Common«, das ist ein für alle freier Verkehrsplatz, ähnlich wie das Meer für die Völker der Erde.",Metapher,"['die Verkehrsstraße zwischen den Welten', 'Verkehrsstraße', 'Verkehrsplatz']","['der Äther ist', '', 'Common']",GoldStandard,"['Schalk_Stufe2_P_1.xmi', 'Schalk_Stufe2_B_1.xmi', 'Schalk_Stufe2_T_1.xmi', 'Schalk_Stufe2_T_1.xmi']"
424,"Man kann kaum begreifen, wie irgend jemand sich einbilden kann, daß man die Milliarden von Tonnen versteinerter Sonnenstrahlen, welche Millionen von Jahren zu ihrer Bildung brauchten, durch irgend etwas, was der Mensch erfinden könnte, zu ersetzen vermöchte.",Metaphernkandidat,,,GoldStandard,"['Schalk_Stufe2_P_1.xmi', 'Schalk_Stufe2_B_1.xmi', 'Schalk_Stufe2_T_1.xmi']"
425,"Das Haus, infolge seiner größeren Benutzung, erleidet eine Umwandlung, eine Evolution, von der primitiven Hütte in eine höchst komplizierte, wissenschaftliche und vielfach auch höchst künstlerische Schöpfung.",Metaphernkandidat,,,GoldStandard,"['Schalk_Stufe2_P_1.xmi', 'Schalk_Stufe2_B_1.xmi', 'Schalk_Stufe2_T_1.xmi']"
426,"Auch bei Tieren, besonders bei gesellig lebenden, gibt es eine Art von Tradition, indem die Jungen von den Alten lernen.",Metaphernkandidat,,,GoldStandard,"['Schalk_Stufe2_P_1.xmi', 'Schalk_Stufe2_B_1.xmi', 'Schalk_Stufe2_T_1.xmi']"
427,"Schon im Jahre 1782 Veröffentlichte Lesage in Genf eine Theorie, wonach die Anziehungskraft gar nicht anzieht, sondern die Folge eines OrpuseulesBombardements ist, das auf alle Seiten zweier sich anziehenden Körper stattfindet; da aber jeder der beiden Körper auf den andern einen Schatten wirft, d. h. ihn teilweise vor dem Bombardement schützt, so ist der Druck auf den beiden zugekehrten Seiten geringer, als der auf den beiden Außerseiten. folglich nähern sich die beiden Körper.",Metapher,"['OrpuseulesBombardements', 'OrpuseulesBombardements']","['die Anziehungskraft', 'Anziehungskraft']",GoldStandard,"['Schalk_Stufe2_P_1.xmi', 'Schalk_Stufe2_B_1.xmi', 'Schalk_Stufe2_T_1.xmi']"
428,"Wenn dergleichen Fälle in den südlichen Staaten stattfinden, bringen die nördlichen Zeitungen, besonders die republikanischen, geharnischte Artikel gegen die Gesetzlosigkeit des Südens und moralisieren nach Herzenslust über Degeneration und dergleichen mehr.",Metaphernkandidat,,,GoldStandard,"['Schalk_Stufe2_P_1.xmi', 'Schalk_Stufe2_B_1.xmi', 'Schalk_Stufe2_T_1.xmi']"
429,"Wenn die Rotations: geschwindigkeit der Wirbelringe so groß ist, daß die lebendige Kraft der die Peripherie bildenden Ionen größer ist als die Adhäsion oder Kohäsion der Ionen, dann werden solche beständig von der Peripherie abgeschlendert.",Metaphernkandidat,,,GoldStandard,"['Schalk_Stufe2_P_1.xmi', 'Schalk_Stufe2_B_1.xmi', 'Schalk_Stufe2_T_1.xmi']"
430,Das ganze Weltall scheint mit dem Weltäther ausgefüllt zu sein und die sämtlichen Welten schwimmen sozusagen in dieser Ätherats mosphäre.,Metaphernkandidat,,,GoldStandard,"['Schalk_Stufe2_P_1.xmi', 'Schalk_Stufe2_B_1.xmi', 'Schalk_Stufe2_T_1.xmi']"
431,"Dagegen ist die moderne Wissenschaft zur Führerin des Lebens im höchsten Sinne nicht geworden.«  Dies ist unbedingt zuzugeben; wenn es indessen der modernen Wissenschaft bisher nicht gelungen ist, als Führerin des Lebens im höchsten Sinne aufzutreten, so will dies noch nicht viel besagen, da wir mit aller Bestimmtheit behaupten können, daß ein abschließendes Urteil über die Leistungsfähigkeit der modernen Wissenschaft für das praktische Leben gegenwärtig noch gar nicht möglich ist.",Metaphernkandidat,,,GoldStandard,"['Methner_Stufe2_P_1.xmi', 'Methner_Stufe2_B_1.xmi', 'Methner_Stufe2_T_1.xmi']"
432,"Ist uns nicht mit ihm die unverbrüchliche Sicherheit gegeben, daß, wenn auch der Mensch mit seiner geistigen Unzulänglichkeit in den Lauf der Dinge einzugreifen vermag, gleichwohl nur dasjenige dauernd Bestand haben kann, was unabhängig von menschlicher Auffassungsweise vor dem Richterstuhl der Natur als das sachlich absolut richtige bestehen wird.",Metapher,"['der Natur', 'Richterstuhl', 'Richterstuhl']","['vor dem Richterstuhl', 'der Natur', 'der Natur']",GoldStandard,"['Methner_Stufe2_P_1.xmi', 'Methner_Stufe2_B_1.xmi', 'Methner_Stufe2_T_1.xmi']"
433,"Organismen und Staaten. 5  des Menschengeschlechtes. »Die Sonne wird ihre Maße nicht überschreiten; täte sie es, so würden die Erynnien sie ereilen, die Helferinnen des Rechtes.« »Wer mit Verstand spricht, der muß sich auf das stützen, was das Gemeinsame in allem ist, gleichwie die Stadt auf das Gesetz, und noch weit stärker; denn alle menschlichen Gesetze werden von dem einen göttlichen ernährt.«  Diese alles umfassende Gesetzmäßigkeit ist in sich widerspruchslos und daher vernünftig.",Metaphernkandidat,,,GoldStandard,"['Methner_Stufe2_P_1.xmi', 'Methner_Stufe2_B_1.xmi', 'Methner_Stufe2_T_1.xmi']"
434,"Dem Blick des Ephesiers enthüllt sich allenthalben ein Spiel gegensätzlicher Kräfte und Eigenschaften, die sich wechselseitig bedingen und fördern; ein Gesetz der Polarität scheint ihm das Gesamtgeschehen zu umspannen und alle einzelnen Gesetzmäßigkeiten zu umfassen.",Metapher,"['zu umspannen', 'umspannen']","['ein Gesetz der Polarität scheint ihm das Gesamtgeschehen', 'Gesetz der Polarität']",GoldStandard,"['Methner_Stufe2_P_1.xmi', 'Methner_Stufe2_B_1.xmi', 'Methner_Stufe2_T_1.xmi']"
435,"Die durch die Kulturwelt gegebenen Verhältnisse wirken nun nicht allein auslesend auf die Tierwelt, welche in ihrem Bannkreis lebt, sondern auch auf den Menschen selbst.",Metaphernkandidat,,,GoldStandard,"['Methner_Stufe2_P_1.xmi', 'Methner_Stufe2_B_1.xmi', 'Methner_Stufe2_T_1.xmi']"
436,"Gerade mit Rücksicht auf das Licht, welches vor der Deszendenztheorie auf diese vier wichtigen Probleme ausstrahlt, wollen wir unsere Untersuchung über die biologischen Grundlagen des Gesellschaftslebens bis zu dem Grenzgebiete allgemeinwissenschaftlicher Probleme ausdehnen, ohne indessen auf die Probleme selbst einzugehen.",Metaphernkandidat,,,GoldStandard,"['Methner_Stufe2_P_1.xmi', 'Methner_Stufe2_B_1.xmi', 'Methner_Stufe2_T_1.xmi']"
