,Annotator,Filename,Fokus,Metapher?,Rahmen,Textstelle
1729,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"2) Ich kann meinerseits in der Annahme Tardes, der die Gesellschaft formell als eine Gruppe von Wesen, die sich untereinander nachahmen, oder welche ähnliche Nach- kommen solcher Wesen sind, die sich früher nachgeahmt haben, definiert, nichts mehr finden, als eine event."
1730,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"3) Spencer, Prinzipien der Soziologie (deutsch von Vetter 1887, II, § 212) be- gründet seine Annahme dadurch, daß er einen Unterschied macht zwischen der Zivilisation eines Professors als eines Zusammenseins und der Gesellschaft von Dauer; aber entweder bezeichnet der Sprachgebrauch auch jene Zuhörerschaft als Gesellschaft und es muß auch diese berücksichtigt werden bei der Abteilung der formellen Bestandteile der Gesellschaft, oder ist jenes nicht der Fall und dann gibt es auch kein diesbezügliches Problem."
1731,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"4) Es sei erwähnt, daß nur die Bestimmung des sozialen Lebens von Stammler als formelle Bestimmung der Wahrheit nahesteht: »soziales Leben ist äußerlich geregeltes 2 Eleutheropnlos."
1732,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"B. schon von vornherein den Staat der Gesellschaft ent- gegenzustellen, wie G. Rümelin und andere es tun."
1733,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Aber diese logisch formelle Bestimmung: soziales Leben ist geregeltes Zusammensein gibt die Anleitung dazu, daß bei der Betrachtung des Ursprungs dieses Lebens, bezw."
1734,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"der Gesellschaft oder der Gesellschaftlichkeit, es sich um die Entstehung des Zusammenseins und der Organisation handelt."
1735,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,Erster Abschnitt- Was geschichtlich felklfellbare erste soziale leben unter den Menschen Erstes Kapitel.
1736,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Aus zwei Quellen sind wir in der Lage, ein erstes Zusammenleben von Menschen vor dem allbekannten staatlichen festzustellen: aus der mo- dernen Völkerkunde und aus den geschichtlichen Überlieferungen der alten und neueren Völker überhaupt hinsichtlich ihres ersten sozialen Lebens."
1737,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"vor- führt, oder die Lebensverhältnisse, die in dem Mythos von Theseus als durch ihn umgestaltet erzählt werden, oder nennen wir sie kurz die vorge- schichtlichen sozialen Lebensverhältnisse der Griechen u. ä. mit den Schilde- rungen der modernen Völkerkunde von dem sozialen Leben der noch lebenden sogenannten »Naturvölker« vergleichen, so wird uns folgendes als Tatsache nahe gelegt: das Leben, das wir bei Homer oder überhaupt durch die Überlieferung erkennen, ist eventuell komplizierter, vielseitiger Je."
1738,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"als das jenige, von dem uns die moderne Völkerkunde erzählt, in allen Fällen herrscht aber der gleiche Form Charakter, d. h. es ist eine geschichtliche Tat- sache, daß die Völker in einer vorstaatlichen Periode ein ähn- liches oder das gleiche soziale Leben geführt haben, wie auch die Naturvölker«, die noch leben."
1739,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Das Charakteristische dieses geschichtlich und überhaupt direkt feststell- baren ersten, d. h. ursprünglichen Zusammenlebens von Menschen ist, daß Zusammenleben von Menschen«, sagt er, wobei nur das Wort »äußerlich« noch zu viel sein dürfte."
1740,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,Soziologie 23 die Zusammenlebenden verwandt sind oder sagen wir im allgemeinen sich als Verwandte ansehen.
1741,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Hier kommt es nur darauf an, daß man dieses Zusammenleben wegen dieses Merkmals »Gens« (yäo) nannte und man bezeichnet es auch als »Sippe« 2c."
1742,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Ich behalte diese Namen bei, und stelle nun folgendes fest: die Sippe (Gens) muß als diejenige erste Tatsache des sozialen Lebens angesehen werden, die uns durch die Ge- schichte bekannt ist."
1743,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Der Grund für diese notwendige Annahme ist dies: es sind uns zwar durch die Geschichte und die neuere Völkerkunde die Sippe und der Staat als Formen des (gesellschaftlichen) Zusammenseins den Menschen bekannt; aber wir sind auch imstande, genau anzugeben, daß und wie der Staat sich aus der Gens (Sippe) heraus entwickelt hat."
1744,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Hier ist aber meiner Aufgabe entsprechend klar, daß die Gens oder Sippe nach dem einen Merkmale des sozialen Lebens formell betrachtet, d. h. nach dem Merkmale »Zusammenleben«, »Zusammen- sein das erste geschichtlich bekannte soziale Leben ist und es fragt sich nur, ob sie auch das andere Charakteristikum des formellen Begriffs des sozialen Lebens enthält, d. h. ob die Sippe, dieses Zusammenleben von Menschen, auch organisiert ist, ob also die Sippe ein organisiertes, geregeltes Zu- sammenleben von Menschen ist."
1745,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Hier sind nämlich Regeln vorhanden, die genau die Stellung des einzelnen zum einzelnen und zum ganzen Je."
1746,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,Nur darf man freilich nicht an geschriebene und auch nicht an ein für allemal feststehende Gesetze denken.
1747,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Alle diese Regeln sind noch ungeschriebene Sitten- gesetze; daß sie sich inhaltlich ändern, geht uns hier nichts an."
1748,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Es kommt darauf an, daß eine jede Sippe eine Organisation ist: denn es mag sein, daß es nach Spencer Völker gibt, die einen Häuptling als eine ständige Einrichtung nicht kennen, nicht besitzen und es mag sein, daß dies bei allen Völkern der Fall war; aber bei einer Organisation, wenn wir nicht von Voraussetzungen ausgehen, kommt es nicht daraus an: organisiert ist ein jedes Zusammenleben, sobald das freie Walten und Schalten innerhalb der Zusammenlebenden gewissen Bedingungen, gewissen Schranken unterstellt ist."
1749,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Daß dies nun in einer jeden Gens der Fall ist, verstehen wir, sobald wir das Leben der Mitglieder einer Sippe analysieren."
1750,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Um dies richtig zu 24 Elentheropulos vollziehen, gehen wir von den Vorgängen in der übrigen Tierwelt aus."
1751,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Hier finden wir zwei Erscheinungen, die in Betracht kommen: außerhalb der Herde (und mit Ausnahme des Geschlechtslebens) steht ein jedes Tier- individuum dem anderen direkt feindlich gegenüber; in der Herde finden wir, daß die Mitglieder sich nicht ohne weiteres aus das Leben absehen."
1752,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Diesen Erscheinungen allen gegenüber tritt uns nun aber in der Gens entgegen, daß das Verhältnis der Individuen zueinander in jeder Hinsicht genau ge- regelt ist: einmal ist der Mord des einen durch das andere innerhalb der Gens verboten und zweitens ist das Leben des Mitgliedes auch nach außen garantiert, durch das Sittengesetz der Blutrache."
1753,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Daß die Garantien, die das Leben des Mitgliedes in der Gens er- hält, nennen wir sie das Existenzrecht desselben, nicht überhaupt ein Recht auf Erhaltung sind, wird uns später beschäftigen."
1754,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Es ist aber klar geworden, daß in der Sippe auf alle Fälle eine Organisation vorhanden ist und da nun in der Geschichte und der Völkerkunde von keiner Sippe als Zusammen- leben von (als verwandt angesehenen) Menschen ohne jene Sittengesetze des Verbotes des Mordes innerhalb der Sippe und der Blutrache Kunde ge- liefert wird, so ist logisch ohne weiteres berechtigt, die Ansicht Spencers, als gäbe es in den ersten menschlichen Gruppen keine feststehende Ordnung irgend welcher Art, als unbegründet zurückzuweisen1)."
1755,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Ob es in der Geschichte oder in der modernen Völkerkunde Erschein- ungen der Natur gibt, daß Menschen nur von Zeit zu Zeit zusammentreffen während sie sonst nicht zusammenleben, werde ich noch erwähnen müssen."
1756,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Durch meine bisherigen Ausführungen sind wir gezwungen, dem Probleme vom Ursprung des sozialen Lebens die nachfolgende Präzision zu geben: soweit vom (gesellschaftlichen, d. h. organisierten) Zusammenleben die Rede ist, müssen wir nunmehr notwendig annehmen, daß die Sippe, da sie uns erstens als die erste geschichtliche Form des Zusammenseins von Menschen gegeben wird, und da sie zweitens zugleich als eine Organisation erkannt wurde, nach dem Begriffe des sozialen Lebens das geschichtlich objektiv bekannte erste soziale Leben ist."
1757,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Somit steht aber auch fest, daß bei 1) Der Fehler Spencers, Prinzipien d. Soziologie I, S. 197 wird dadurch ver- ursacht, daß er den Begriff Organisation mit dem Vorhandensein eines Häuptlings in Zu- sammenhang bringt, was, wie es klar wurde, nicht richtig ist."
1758,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"25 dem Probleme vom Ursprunge des sozialen Lebens es auf den Ursprung, die Entstehungsweise der Gens (Sippe) ankommt."
1759,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Denn wie ich bereits erwähnte und noch besonders bestimmen werde, ist die Sippe auch der ob- jektiv bekannte, durch die Geschichte beglaubigte vorstaatliche soziale Zustand der Menschen, d. h. der Staat hat sich daraus entwickelt1)."
1760,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Somit handelt es sich also wirklich um den Ursprung der Sippe allein, den wir durch eine Wahrscheinlichkeitsrechnung aus den uns zu Gebote stehenden Tatsachen erschließen müssen."
1761,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"In der Geschichte der Bestimmungen über den Ursprung der mensch- lichen Gesellschaft und bei den neueren soziologischen Bestimmungen dieses Problems dreht sich der Streit um folgende drei Punkte: erstens um die Annahme eines »Naturzustandes«, zweitens um die Motive, die zum so- zialen Leben geführt haben sollen und drittens um die Entstehungsweise dieses Lebens überhaupt."
1762,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Eine Lehre vom »Naturzustande« liegt fast allen Theorien zugrunde, die über den Ursprung des sozialen Lebens aufgestellt wurden; der Unter- schied besteht nur darin, daß dieser Naturzustand von den einen zeitlich, von den anderen begrifflich, von den einen so, von den anderen wiederum anders verstanden wird."
1763,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Prinzipiell tritt er uns in zwei Formen entgegen: die eine ist, der Naturzustand sei das Zeitalter, während dessen die Menschen als einzelne Individuen, also nicht gesellschaftlich, sozial, lebten; die andere Form ist, der Naturzustand bedeutet zwar einen gesellschaftlichen, aber dem Werte nach doch ganz anderen Zustand als der staatliche."
1764,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Die Ansicht Rousseaus und seiner Anhänger, daß nämlich der Naturzustand, d. h. dieser gesellschaftslose Zustand, ein glücklicher, seliger Zustand des Menschen gewesen sein soll, kann 1) Vgl."
1765,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"26 Eleutheropulos als in der ersten und zweiten Form enthalten gedacht werden; sie hat als Problem keine Bedeutung; denn es kommt vor allem darauf an, zu be- stimmen, ob es einen gesellschaftslosen Zustand gegeben hat, oder nicht."
1766,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Der Fehler dieser Annahme, wie sie geschichtlich auftritt, liegt darin, daß man einen solchen Zustand unmittelbar dem staatlichen vorangehen läßt, und er ist dadurch bedingt, daß man die Begriffe Staat und Organisation für identisch hält, d. h. man kennt die geschichtlich objektiven Erschein- ungen des sozialen Lebens nicht und man verkennt eben auch, daß der Staat nur eine Form eines organisierten Zusammenlebens von Menschen ist."
1767,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Somit wäre geschichtlich objektiv nur angebracht, eventuell höchstens von einem Naturzustande in diesem Sinne, d. h. von einem Naturzustande vor der uns bekannten ersten Form des sozialen Lebens (vor der Sippe) zu sprechen."
1768,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Doch werde ich später zeigen, daß auch in diesem Falle von einem derartigen Naturzustande nicht die Rede sein kann."
1769,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Hier handelt es sich wiederum um folgende zwei Erscheinungen: a) man stellt den vorstaatlichen, den »Naturzustand« dem staatlichen als einem »künstlichen« Zustande entgegen."
1770,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Wir werden bald finden, daß es Phantasien sind, was man Über Freiheit und Gleichheit unter den sogenannten Naturmenschen erzählt; b) man stellt dem staatlich sozialen Zustande einen sozialen Natur- zustand in dem Sinne entgegen, daß erst der staatliche Zustand den »höheren« Bedürfnissen genügt."
1771,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Doch kann diese Gegenüberstellung von Staat und Naturzustand erst dann auf ihre Richtigkeit hin geprüft werden, wenn das Wesen des Staates festgestellt sein wird."
1772,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Das Resultat dieser prinzipiellen Kritik ist also, daß es einen dem staatlichen sozialen Zustande direkt vorangegangenen gesellschaftslosen indivi- dualistischen Zustand nicht gegeben hat."
1773,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Ob ein solcher aber der Sippe vorangegangen sein mag und ob es zwischen dem vorstaatlichen gesellschaft- lichen und dem staatlichen Zustande einen Wertunterschied gibt, das sind die zwei berechtigten Probleme, die an geeigneter Stelle werden beleuchtet werden."
1774,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Es werden vier Motive angeführt, welche das soziale Leben, d. h. wie man hier annimmt, den Staat geschaffen haben sollen, nämlich der Sünden- Soziologie."
1775,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Wir können sie prinzipiell auch folgendermaßen zusammenfassen: wir können die Motive »moralische Anlage« und »soziale Gefühle« zusammen als psy- chischen Zwang dem äußeren Zwang gegenüberstellen; das Motiv des »Sündenfalls« bleibt für sich, denn es ist zwar dem psychischen Zwang verwandt, doch nicht identisch; wir werden es bald sehen."
1776,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Was nun eine kritische Beleuchtung des Wahrheitsgehaltes dieser drei Motivationen der Entstehung des sozialen Lebens anbelangt, so steht es fest, daß sie als Motive der Entstehung des Staates direkt aus einem gesell- schaftslosen Zustande von vornherein zu verwerfen sind: denn der Staat folgt nur anderen Formen des sozialen Lebens nach."
1777,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Ob diese Motive aber bei der Entwicklung des Staates aus den früheren Gesellschaftsformen mit- gewirkt haben können oder nicht, wird sich zwar aus der Beleuchtung ihres Wesens gleich ergeben, es kann aber auch später bei der Feststellung jener Entwicklung erwähnt werden."
1778,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Hier handelt es sich vor allem darum, uns klar zu werden, ob jene Motive überhaupt als solche für den Ursprung des sozialen Lebens angesehen werden können."
1779,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"a) Das Motiv des Sündenfalls darf bei einer jeden exakten Forschung vollständig ignöriert werden Erstens beruht die Annahme eines Sündenfalls auf einer theologischen Schöpfungstheorie des Menschen, die von einer aufrichtigen Naturwissenschaft ohne Erschleichungen kurzweg ver- worfen werden muß."
1780,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Es ist also in diesem Sinne ein Märchen, daß nach Augustin das soziale Leben (er spricht vom Staate) das Werk des Teufels und der Sünde (simul cum diabolo) ist."
1781,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Zweitens darf der Sündenfall nicht in den Sinn unigedeutet werden, daß nämlich der Mensch von einem schuldlosen, sündenfreien Naturzustande durch die Kultur abgefallen sein soll: denn hier muß dann inbegriffen werden, daß erst mit diesem Abfall das soziale Leben beginnt und wir haben gesehen, daß dieses Problem noch zu prüfen ist; aber jener Abfall ist auch an sich schon unmöglich: von unserem »humanen« Standpunkte aus läßt sich nicht annehmen, daß die Menschen in einer früheren prohistorischen Zeit »besser« waren."
1782,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Die Lehre der »De- pravation« fußt nur auf der biblischen Schöpfungslehre, nicht auf einer ob- jektiven geschichtlichen Betrachtung der Entwicklung."
1783,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,Von einem Sündenfall als Motiv der Entstehung des sozialen Lebens kann also in keinem Falle die Rede sein.
1784,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Ist man nun aber geneigt, den Sündenfall nur für einen anfänglichen Sündenzustand zu halten, so fällt er in das Bereich des äußeren Zwanges als des Motivs des Gesellschafts- ursprungs Andererseits ist die Lehre Vom Sündenfall eng mit dem Motiv des psychischen Zwanges verwandt: es kommt ja bei beiden aus das gleiche 28 Eleutheropulos."
1785,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Das soziale Leben soll entstanden sein, weil der Mensch durch seine moralischen Gefühle, seine moralische Anlage, oder enger durch sein Rechtsbewußtsein oder seine sozialen Gefühle dahin geführt wurde."
1786,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Diese Lehre, speziell als solche von sozialen Gefühlen, soll denn neuerdings durch die moderne Naturwissenschaft sicher gestellt worden sein, und es soll sich dabei um die Triebe handeln, die zum Zwecke des Nahrungseiwerbs und des Schutzes die Individuen miteinander verbinden1)."
1787,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Vor allem und prinzipiell muß geltend gemacht werden, daß man nicht objektiv angeben kann, was überhaupt mit diesen moralischen Gefühlen gemeint ist; wir dürfen ja auf moralische Gefühle nur aus den moralischen Handlungen schließen, solche Handlungsweise aber, die event."
1788,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"durch einen objektiven Maß- stab für richtig gehalten werden kann, entsteht erst später während der Entwick- lung des Geistes; sie ist das Produkt der Entwicklung des Geistes; d. h. weder die »richtige« (sog."
1789,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"moralische) Handlungsweise noch der sie be- dingende Geist sind ursprünglich gegeben; nennt man aber eventuell die Ge- sellschaft selbst eine moralische Tat, so ist der logische nichts sagende Zirkel deutlich; ist es doch klar, daß das moralische Gefühl vorausgesetzt wird."
1790,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Daß man an Stelle von moralischen neuerdings soziale Gefühle annahm, verbessert die logisch schwache Seite der Sache in keiner Weise; hier liegt freilich ein wenig mehr Bedeutung darin, daß man das soziale Gefühl als ein auf den unteren tierischen Stufen erworbenes und auch bei der Menschwerdung tätiges Stück Naturzüchtung ansieht."
1791,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Aber diese Wendung bei der Lösung des Problems von den Motiven, die das soziale Leben herbeiführten, ist überhaupt unglück- lich: erstens, es braucht nicht unbedingt angenommen zu werden2), daß der Mensch von gesellschaftlich (in Herden) lebenden Tieren abstammt; darüber werde ich noch das nötige besprechen; aber ich sehe vorläufig davon ab, und ich lege das Hauptgewicht hier darauf, daß zweitens, wenn der Mensch wirklich von gesellschaftlich lebenden Tieren abstammen sollte, dann überhaupt sinnlos ist, die menschliche Gesellschaft durch das Motiv der so- zialen Gefühle erst entstehen zu lassen."
1792,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Daß man nun sicherer zu gehen glaubte, indem man die Gesellschaft durch ein Rechtsgefühl des Menschen entstehen ließ, war jedenfalls ein noch weniger glücklicher Griff als die Lehre 1) Kautsky, Die sozialen Triebe in der Tierwelt in: Neue Zeit I, S. 2 ff.. S. 67 ff., S. 241 ff."
1793,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,Denn bei der Annahme eines Rechtsgefühls wird einer Diskussion überhaupt der Boden entzogen: ein Rechtsgefühl vor dem Rechte d. h. vor dem menschlichen sozialen Leben ist eine psychologisch unmögliche Annahme.
1794,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Nun ist dabei freilich eine allgemein bei allen Völkern ursprünglich verbreitete Annahme, daß die Rechtsordnung eine von Gott bezw."
1795,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Der Grund der Ansicht des Volksbewußtseins liegt darin, daß die Rechtsnormen bei allen Völkern ursprünglich einen Teil der Sitte bildeten, d. h. als Ge- setze austreten, die von Gott bezw."
1796,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Die An- nahme des Volksbewußtseins beruht also objektiv aus einer Täuschung; soll aber darin mit einer (freilich willkürlichen) Umdeutung des Wortes »Gott« der Beweis enthalten sein, daß der Rechtsursprung eigentlich nur eine be- sondere Erscheinung einer moralischen Anlage des Menschen ist, so gilt da- gegen, was ich oben gegen die moralische Anlage überhaupt geltend machte Darum ist es nichtssagend, geltend machen zu müssen1): die Fähigkeit, Recht und Unrecht im gegebenen Falle nach Lage der Sache verschieden zu unter- scheiden, sei u priori, nicht erst naträglich durch allerlei Nützlichkeitserfahr- uugen erworben, obwohl der Inhalt dieser einzelnen Empfindungen empirisch erlangt ist; denn entweder ist die Fähigkeit, von der hier gesprochen wird, nichts anderes, als nur die Erscheinungen, daß die Menschen bestimmte Verhältnisse eingehen, d. h. gegebenen falls bestimmte Rechtsverhältnisse hervorbringen und dann soll erst bestimmt werden, wie eben das Recht »nach Lage der Sache« entsteht, oder versteht man unter jener Fähigkeit etwa ein a priori vorhandenes, ein angeborenes Vermögen, welches ermöglicht, »rechtes Recht von einem absoluten Unrechte zu unterscheiden, und dann gilt dagegen, wenn diese Fähigkeit für die Entstehung des sozialen Lebens als ein Motiv angeführt werden sollte, vorläufig und ohne weitere Streitigkeit, das was ich oben gegen das Motiv des »moralischen Gefühls« gesagt habe."
1797,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Es ist nun klar, daß von keinerlei Anlagen und Gefühlen als Mo- tiven der Entstehung des sozialen Lebens gesprochen werden darf."
1798,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,Die Menschen sollen durch die gegenseitigen Kämpfe gezwungen worden sein (durch einen Vertrag) die Gesellschaft zu bilden; d. h. die Menschen sollen (wie Hobbes sich aus- drückte) von Natur aus sich wie Wölfe gegenüber gestanden sein (homo liomini lupus) und dieser für die Dauer unhaltbare Zustand soll durch das soziale Leben aufgehoben worden sein.
1799,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Diese Theorie, die hier lediglich als 1) Achelis, Ethnologie und Ethik in Zeitschrift für Ethnologie, Bd."
1800,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Erklärung des Gesellschaftsursprungs überhaupt berücksichtigt wird, ist also die entgegengesetzte der anderen, daß der Mensch von Natur aus ein gesell- schaftliches Tier Ecdop »Ob ist, wie schon Aristoteles meinte."
1801,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Wie nun aber diese letztere Annahme, so wird sich auch ihr Gegenstück, das Motiv des äußeren Zwanges, erst dann auf seine Wahrheit hin prüfen lassen, wenn wir an eigenem Orte uns aus den objektiven Tatsachen einen Begriff über die soziale Natur des Menschen bilden werden."
1802,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Vier verschiedene Annahmen über die Entstehungsweise der Gesellschaft überhaupt können in den vorhandenen Theorien vom ursprünglichen Zu- stande des Menschen unterschieden werdens die theologische, die spekulative, die ethnologische und die naturwissenschaftliche."
1803,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Davon machen die zwei ersteren keinen Unterschied zwischen Staat und Gesellschaft, sondern sehen den Staat auch als die erste Gesellschaft, die erste soziale Vereinigung von Menschen an; bei den zwei anderen ist der Staat nur eine besondere Form der Gesellschaft, d. h. des Zusammenlebens von Individuen, das auch schon vor dem Staate existierte."
1804,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Dann ist aber infolge meiner Bestimmungen besonders über den »Naturzustand« klar, daß die theologische und die spe- kulative Theorie schon von vornherein falsch sind."
1805,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Ob aber ihre Annahmen, der Staat ist durch Gott entstanden und der Staat ist das Produkt eines Vertrages, als spezielle Staatsursprungstheorien von Belang sind oder nicht, wird uns an einer anderen Stelle klar werden."
1806,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,Demgegenüber ist die Richtigkeit der Problem- aufstellung der ethnologischen und der naturwissenschaftlichen Theorie hervor- zuheben.
1807,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,Doch vertreten auch diese hinsichtlich des Problems von der Ent- stehungsweise des sozialen Lebens überhaupt nicht einen einheitlichen Standpunkt.
1808,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Während nun die ethnologische und die naturwissenschaftliche Theorie beide einen vorstaatlichen sozialen Zustand annehmen, so lassen sie diesen auf folgende zweifache Weise entstehen: für die Ethnologen J. Bachofen1), Lubbock2), Post3), Morgan4), für die Sozialisten5) und im Grunde ge- nommen auch für Speneers) ist der ursprüngliche Zustand der Menschen in 1) J. Bachofen, Das Mutterrecht 1861 in der Vorrede."
1809,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"3 einem herdenähnlichen Leben zu suchen; für die Ethnologen und Soziologen Henry Malve1), Grote, Schäffle, Ernst Grosse2), Westermarck3), Starcke4), für die sie unterstützenden Zoologen, so besonders E. Ziegler5) und die zoologisierenden Soziologen, so besonders Otto AmmonC), geht das ursprüngliche soziale Leben von der Einzelfamilie aus, bezw."
1810,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Ich berücksichtige hier diese zwei Annahmen einzeln, indem ich versuche vorläufig ihre prinzipiellen Fehler aufzuweisen."
1811,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"Die Grundlage dieser Lehre, die ihr naturwissenschaftliche Forscher geben, ist fol- gende: die ursprünglichen Verhältnisse unter den Menschen sind uns nicht unmittelbar bekannt, sondern wir erschließen sie; sollen nun aber unsere Schlüsse zulässig sein, so muß man sie auf Grund der Naturwissenschaft ge- winnen."
1812,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"So gelangt man hier zu der Bestimmung, »daß bei den Menschen die Verhältnisse des Familienlebens und überhaupt des geselligen Zusammen- lebens ursprünglich ähnlich waren, wie man sie bei den nächstverwandten Tieren beobachtet«, d. h. wie schon Darwin meinte, lebte der Mensch ur- sprünglich in kleinen Gesellschaften, »jeder Mann mit einer Frau, oder wenn er die Macht hatte, mit mehreren, welche er eifersüchtig gegen alle anderen Männer verteidigte; oder es mag sein, daß er kein geselliges Wesen war und mit mehreren Frauen für sich allein lebte, wie man es beim Gorilla beobachtet hat«."
1813,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"je nach seiner Macht mehrere Frauen gehabt, die er eifersüchtig bewachte, die Geselligkeit überhaupt zur Unmöglichkeit wird, da ja schließlich ein mächtiger Mann alle Frauen für sich in Anspruch nehmen und die übrigen männlichen Individuen ver- treiben könnte, versteht sich von selbst und es ist klar, daß es in diesem Falle konsequenter ist, den Menschen nicht als geselliges Wesen zu be- stimmen 7)."
1814,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"So ist denn augenscheinlich die neuerdings von einigen Zoologen 1) Hennrh Malve, Ancient law; Village communitjes; Lectures on the early hist."
1815,X,nus6_2_Eleutheropulos_bereinigt.txt,,Nein,,"7) Wohl verstanden handelt es sich hier um die Annahme Darwins, daß ein Mann je nach seiner Macht auch mehrere Frauen gehabt haben mag, was die Gesellschaft unmöglich macht, und nicht um die Meinung Engels und der Promis- 32 Eleutheropulos."
